cbsnmcnm,cntyname,pha,state,county,zip,fmr0,fmr1,fmr2,fmr3,fmr4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10502,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10503,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10504,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10505,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10506,1320,1380,1640,2130,2510
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10507,1410,1480,1750,2280,2680
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10510,1530,1590,1890,2460,2900
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10511,1180,1230,1460,1900,2240
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10514,1670,1750,2070,2690,3170
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10517,1670,1750,2070,2690,3170
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10518,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10519,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10520,1170,1220,1450,1890,2220
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10522,1360,1420,1680,2190,2570
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10523,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10526,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10527,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10528,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10530,1380,1440,1710,2220,2620
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10532,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10533,1470,1540,1820,2370,2790
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10535,1540,1610,1910,2480,2930
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10536,1360,1420,1680,2190,2570
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10537,930,970,1150,1500,1760
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10538,1410,1480,1750,2280,2680
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10540,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10543,1470,1540,1820,2370,2790
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10546,1340,1400,1660,2160,2540
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10547,1140,1190,1410,1830,2160
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10548,1370,1430,1690,2200,2590
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10549,1240,1300,1540,2000,2360
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10550,1070,1110,1320,1720,2020
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10551,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10552,1110,1160,1380,1790,2120
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10553,1200,1250,1480,1920,2270
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10560,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10562,1260,1320,1560,2030,2390
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10566,1230,1280,1520,1980,2330
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10567,1530,1600,1900,2470,2910
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10570,1490,1560,1850,2410,2840
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10573,1360,1420,1680,2190,2570
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10576,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10577,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10578,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10580,1620,1690,2000,2600,3070
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10583,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10587,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10588,840,880,1040,1350,1590
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10589,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10590,1700,1780,2110,2740,3230
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10591,1310,1370,1620,2110,2480
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10594,1610,1680,1990,2590,3050
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10595,1360,1420,1680,2190,2570
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10596,950,1000,1180,1530,1810
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10597,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10598,1320,1380,1640,2130,2510
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10601,1220,1270,1510,1960,2310
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10602,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10603,1350,1410,1670,2170,2560
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10604,1410,1470,1740,2260,2670
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10605,1240,1290,1530,1990,2350
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10606,1410,1480,1750,2280,2680
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10607,1630,1700,2020,2630,3100
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10701,1070,1110,1320,1720,2020
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10702,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10703,1110,1160,1370,1780,2100
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10704,1200,1250,1480,1920,2270
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10705,1050,1100,1300,1690,1990
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10706,1190,1240,1470,1910,2250
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10707,1390,1450,1720,2240,2640
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10708,1400,1460,1730,2250,2650
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10709,1380,1440,1710,2220,2620
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10710,1110,1160,1370,1780,2100
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10801,1180,1230,1460,1900,2240
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10802,1210,1270,1500,1950,2300
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10803,1250,1310,1550,2020,2380
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10804,1490,1550,1840,2390,2820
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Westchester County,Town of Mamaroneck Public Housing Agency,36,119,10805,1240,1300,1540,2000,2360
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37302,430,520,650,880,1000
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37308,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37311,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37315,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37336,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37341,610,730,910,1240,1390
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37343,490,590,740,1010,1130
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37350,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37351,520,630,780,1060,1200
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37353,450,550,680,920,1040
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37363,490,590,740,1010,1130
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37373,450,540,670,910,1030
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37377,490,590,740,1010,1130
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37379,480,580,720,980,1100
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37384,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37401,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37402,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37403,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37404,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37405,470,570,710,970,1090
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37406,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37407,480,580,720,980,1100
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37408,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37409,450,540,670,910,1030
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37410,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37411,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37412,450,550,680,920,1040
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37414,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37415,450,540,670,910,1030
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37416,500,600,750,1020,1150
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37419,430,510,640,870,980
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37421,500,600,750,1020,1150
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37422,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37424,460,550,690,940,1060
"Chattanooga, TN-GA MSA",Hamilton County,Chattanooga Housing Authority,47,065,37450,460,550,690,940,1060
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75002,770,930,1170,1560,1880
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75009,620,740,940,1250,1510
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75013,780,930,1180,1570,1900
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75023,720,860,1090,1450,1760
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75024,700,840,1060,1410,1710
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75025,780,930,1180,1570,1900
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75026,680,810,1030,1370,1660
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75033,630,760,960,1280,1550
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75034,750,890,1130,1510,1820
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75035,890,1070,1350,1800,2170
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75048,760,920,1160,1550,1870
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75058,680,810,1030,1370,1660
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75069,600,720,910,1210,1470
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75070,860,1040,1310,1750,2110
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75071,630,760,960,1280,1550
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75074,650,770,980,1310,1580
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75075,650,780,990,1320,1590
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75078,760,910,1150,1530,1850
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75080,710,850,1080,1440,1740
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75082,750,900,1140,1520,1840
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75086,680,810,1030,1370,1660
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75093,700,840,1060,1410,1710
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75094,900,1080,1370,1830,2210
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75098,750,900,1140,1520,1840
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75164,570,690,870,1160,1400
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75166,900,1080,1370,1830,2210
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75173,750,900,1140,1520,1840
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75189,690,820,1040,1390,1680
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75252,550,660,830,1110,1340
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75287,590,700,890,1190,1430
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75370,680,810,1030,1370,1660
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75407,690,820,1040,1390,1680
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75409,650,770,980,1310,1580
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75424,650,770,980,1310,1580
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75442,550,660,840,1120,1350
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75452,550,660,830,1110,1340
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75454,750,900,1140,1520,1840
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75491,680,810,1030,1370,1660
"Dallas-Fort Worth-Arlington, TX MSA",Collin County,"All Housing Authorities within the Dallas, TX HMFA",48,085,75495,580,700,880,1170,1420
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75001,640,770,970,1290,1560
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75006,610,730,920,1230,1480
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75007,670,810,1020,1360,1640
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75011,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75014,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75015,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75016,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75017,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75019,760,920,1160,1550,1870
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75030,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75038,600,720,910,1210,1470
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75039,740,890,1120,1490,1800
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75040,750,890,1130,1510,1820
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75041,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75042,570,680,860,1150,1390
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75043,630,760,960,1280,1550
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75044,690,830,1050,1400,1690
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75045,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75046,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75047,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75048,760,920,1160,1550,1870
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75049,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75050,570,680,860,1150,1390
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75051,560,670,850,1130,1370
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75052,730,880,1110,1480,1790
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75053,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75060,550,660,840,1120,1350
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75061,510,620,780,1040,1260
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75062,570,680,860,1150,1390
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75063,690,830,1050,1400,1690
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75080,710,850,1080,1440,1740
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75081,730,870,1100,1470,1770
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75082,750,900,1140,1520,1840
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75083,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75085,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75088,860,1040,1310,1750,2110
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75089,900,1080,1370,1830,2210
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75104,780,940,1190,1590,1920
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75106,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75115,620,740,940,1250,1510
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75116,630,760,960,1280,1550
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75123,590,710,900,1200,1450
"Dallas-Fort Worth-Arlington, TX MSA",Dallas County,"All Housing Authorities within the Dallas, TX HMFA",48,113,75134,630,750,950,1270,1530
